id,adhoc_category_id/id,review,sequence,support_type,conf_visibility,visibility_obs,repository_id/id,name
adhoc_module_server.module_crm_project_issue_8_0,,,19,unsupported,on_config_wizard,,repository_odoo_addons_80,crm_project_issue
adhoc_module_server.module_purchase_8_0,,,19,unsupported,installed_by_others,,repository_odoo_addons_80,purchase
adhoc_module_server.module_hr_8_0,,,21,unsupported,installed_by_others,,repository_odoo_addons_80,hr
adhoc_module_server.module_hr_timesheet_8_0,,,23,unsupported,future_versions,,repository_odoo_addons_80,hr_timesheet
adhoc_module_server.module_hr_timesheet_sheet_8_0,module_category_hhrr,1,24,unsupported,normal,,repository_odoo_addons_80,hr_timesheet_sheet
adhoc_module_server.module_hr_applicant_document_8_0,,,25,unsupported,normal,,repository_odoo_addons_80,hr_applicant_document
adhoc_module_server.module_hr_recruitment_8_0,,,25,unsupported,future_versions,,repository_odoo_addons_80,hr_recruitment
adhoc_module_server.module_hr_holidays_8_0,,,27,unsupported,future_versions,,repository_odoo_addons_80,hr_holidays
adhoc_module_server.module_hr_expense_8_0,,,29,unsupported,normal,,repository_odoo_addons_80,hr_expense
adhoc_module_server.module_hr_evaluation_8_0,,,31,unsupported,future_versions,,repository_odoo_addons_80,hr_evaluation
adhoc_module_server.module_account_asset_8_0,module_category_usability,1,32,unsupported,normal,,repository_odoo_addons_80,account_asset
adhoc_module_server.module_hr_payroll_8_0,,,38,unsupported,future_versions,,repository_odoo_addons_80,hr_payroll
adhoc_module_server.module_account_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,account
adhoc_module_server.module_account_analytic_analysis_8_0,module_category_analytic,3,100,supported,normal,,repository_odoo_addons_80,account_analytic_analysis
adhoc_module_server.module_account_analytic_default_8_0,module_category_analytic,3,100,supported,normal,,repository_odoo_addons_80,account_analytic_default
adhoc_module_server.module_account_analytic_plans_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,account_analytic_plans
adhoc_module_server.module_account_anglo_saxon_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,account_anglo_saxon
adhoc_module_server.module_account_bank_statement_extensions_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,account_bank_statement_extensions
adhoc_module_server.module_account_budget_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,account_budget
adhoc_module_server.module_account_cancel_8_0,module_category_usability,3,100,supported,auto_install,,repository_odoo_addons_80,account_cancel
adhoc_module_server.module_account_chart_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,account_chart
adhoc_module_server.module_account_check_writing_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,account_check_writing
adhoc_module_server.module_account_followup_8_0,module_category_payment,3,100,supported,normal,,repository_odoo_addons_80,account_followup
adhoc_module_server.module_account_payment_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,account_payment
adhoc_module_server.module_account_sequence_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,account_sequence
adhoc_module_server.module_account_test_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,account_test
adhoc_module_server.module_analytic_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,analytic
adhoc_module_server.module_analytic_contract_hr_expense_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,analytic_contract_hr_expense
adhoc_module_server.module_analytic_user_function_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,analytic_user_function
adhoc_module_server.module_anonymization_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,anonymization
adhoc_module_server.module_association_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,association
adhoc_module_server.module_auth_crypt_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,auth_crypt
adhoc_module_server.module_auth_ldap_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,auth_ldap
adhoc_module_server.module_auth_oauth_8_0,module_category_users_and_auth,2,100,unsupported,normal,,repository_odoo_addons_80,auth_oauth
adhoc_module_server.module_auth_openid_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,auth_openid
adhoc_module_server.module_auth_signup_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,auth_signup
adhoc_module_server.module_base_action_rule_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,base_action_rule
adhoc_module_server.module_base_gengo_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,base_gengo
adhoc_module_server.module_base_geolocalize_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,base_geolocalize
adhoc_module_server.module_base_iban_8_0,module_category_usability,2,100,supported,normal,,repository_odoo_addons_80,base_iban
adhoc_module_server.module_base_import_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,base_import
adhoc_module_server.module_base_import_module_8_0,module_category_reporting,3,100,supported,normal,,repository_odoo_addons_80,base_import_module
adhoc_module_server.module_base_report_designer_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,base_report_designer
adhoc_module_server.module_base_setup_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,base_setup
adhoc_module_server.module_base_vat_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,base_vat
adhoc_module_server.module_board_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,board
adhoc_module_server.module_bus_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,bus
adhoc_module_server.module_calendar_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,calendar
adhoc_module_server.module_claim_from_delivery_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,claim_from_delivery
adhoc_module_server.module_contacts_8_0,,2,100,supported,normal,,repository_odoo_addons_80,contacts
adhoc_module_server.module_crm_claim_8_0,module_category_crm,,100,unsupported,normal,,repository_odoo_addons_80,crm_claim
adhoc_module_server.module_crm_helpdesk_8_0,module_category_crm,,100,unsupported,normal,,repository_odoo_addons_80,crm_helpdesk
adhoc_module_server.module_crm_mass_mailing_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,crm_mass_mailing
adhoc_module_server.module_crm_partner_assign_8_0,module_category_crm,,100,unsupported,normal,,repository_odoo_addons_80,crm_partner_assign
adhoc_module_server.module_crm_profiling_8_0,module_category_crm,,100,unsupported,normal,,repository_odoo_addons_80,crm_profiling
adhoc_module_server.module_decimal_precision_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,decimal_precision
adhoc_module_server.module_delivery_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,delivery
adhoc_module_server.module_document_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,document
adhoc_module_server.module_edi_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,edi
adhoc_module_server.module_email_template_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,email_template
adhoc_module_server.module_event_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,event
adhoc_module_server.module_event_sale_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,event_sale
adhoc_module_server.module_fetchmail_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,fetchmail
adhoc_module_server.module_gamification_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,gamification
adhoc_module_server.module_gamification_sale_crm_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,gamification_sale_crm
adhoc_module_server.module_google_account_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,google_account
adhoc_module_server.module_google_calendar_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,google_calendar
adhoc_module_server.module_google_drive_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,google_drive
adhoc_module_server.module_google_spreadsheet_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,google_spreadsheet
adhoc_module_server.module_hr_attendance_8_0,module_category_hhrr,,100,unsupported,future_versions,,repository_odoo_addons_80,hr_attendance
adhoc_module_server.module_hr_contract_8_0,module_category_hhrr,,100,unsupported,future_versions,,repository_odoo_addons_80,hr_contract
adhoc_module_server.module_hr_gamification_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,hr_gamification
adhoc_module_server.module_hr_payroll_account_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,hr_payroll_account
adhoc_module_server.module_hr_timesheet_invoice_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,hr_timesheet_invoice
adhoc_module_server.module_im_livechat_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,im_livechat
adhoc_module_server.module_im_odoo_support_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,im_odoo_support
adhoc_module_server.module_knowledge_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,knowledge
adhoc_module_server.module_l10n_ae_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ae
adhoc_module_server.module_l10n_ar_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ar
adhoc_module_server.module_l10n_at_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_at
adhoc_module_server.module_l10n_be_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_be
adhoc_module_server.module_l10n_be_coda_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_be_coda
adhoc_module_server.module_l10n_be_hr_payroll_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_be_hr_payroll
adhoc_module_server.module_l10n_be_hr_payroll_account_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,l10n_be_hr_payroll_account
adhoc_module_server.module_l10n_be_intrastat_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_be_intrastat
adhoc_module_server.module_l10n_be_invoice_bba_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_be_invoice_bba
adhoc_module_server.module_l10n_bo_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_bo
adhoc_module_server.module_l10n_br_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_br
adhoc_module_server.module_l10n_ca_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ca
adhoc_module_server.module_l10n_ch_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ch
adhoc_module_server.module_l10n_cl_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_cl
adhoc_module_server.module_l10n_cn_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_cn
adhoc_module_server.module_l10n_co_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_co
adhoc_module_server.module_l10n_cr_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_cr
adhoc_module_server.module_l10n_de_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_de
adhoc_module_server.module_l10n_do_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_do
adhoc_module_server.module_l10n_ec_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ec
adhoc_module_server.module_l10n_es_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_es
adhoc_module_server.module_l10n_et_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_et
adhoc_module_server.module_l10n_eu_service_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_eu_service
adhoc_module_server.module_l10n_fr_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_fr
adhoc_module_server.module_l10n_fr_hr_payroll_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_fr_hr_payroll
adhoc_module_server.module_l10n_fr_rib_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_fr_rib
adhoc_module_server.module_l10n_gr_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_gr
adhoc_module_server.module_l10n_gt_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_gt
adhoc_module_server.module_l10n_hn_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_hn
adhoc_module_server.module_l10n_hr_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_hr
adhoc_module_server.module_l10n_hu_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_hu
adhoc_module_server.module_l10n_in_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_in
adhoc_module_server.module_l10n_in_hr_payroll_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_in_hr_payroll
adhoc_module_server.module_l10n_it_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_it
adhoc_module_server.module_l10n_jp_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_jp
adhoc_module_server.module_l10n_lu_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_lu
adhoc_module_server.module_l10n_ma_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ma
adhoc_module_server.module_l10n_multilang_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,l10n_multilang
adhoc_module_server.module_l10n_mx_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_mx
adhoc_module_server.module_l10n_nl_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_nl
adhoc_module_server.module_l10n_no_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_no
adhoc_module_server.module_l10n_pa_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_pa
adhoc_module_server.module_l10n_pe_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_pe
adhoc_module_server.module_l10n_pl_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_pl
adhoc_module_server.module_l10n_pt_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_pt
adhoc_module_server.module_l10n_ro_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ro
adhoc_module_server.module_l10n_sa_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_sa
adhoc_module_server.module_l10n_sg_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_sg
adhoc_module_server.module_l10n_si_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_si
adhoc_module_server.module_l10n_syscohada_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_syscohada
adhoc_module_server.module_l10n_th_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_th
adhoc_module_server.module_l10n_tr_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_tr
adhoc_module_server.module_l10n_uk_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_uk
adhoc_module_server.module_l10n_us_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_us
adhoc_module_server.module_l10n_uy_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_uy
adhoc_module_server.module_l10n_ve_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_ve
adhoc_module_server.module_l10n_vn_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,l10n_vn
adhoc_module_server.module_lunch_8_0,module_category_hhrr,,100,unsupported,normal,,repository_odoo_addons_80,lunch
adhoc_module_server.module_marketing_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,marketing
adhoc_module_server.module_marketing_campaign_8_0,module_category_crm,,100,unsupported,normal,,repository_odoo_addons_80,marketing_campaign
adhoc_module_server.module_marketing_campaign_crm_demo_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,marketing_campaign_crm_demo
adhoc_module_server.module_marketing_crm_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,marketing_crm
adhoc_module_server.module_mass_mailing_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,mass_mailing
adhoc_module_server.module_membership_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,membership
adhoc_module_server.module_mrp_byproduct_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,mrp_byproduct
adhoc_module_server.module_mrp_operations_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,mrp_operations
adhoc_module_server.module_mrp_repair_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,mrp_repair
adhoc_module_server.module_multi_company_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,multi_company
adhoc_module_server.module_note_pad_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,note_pad
adhoc_module_server.module_pad_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,pad
adhoc_module_server.module_pad_project_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,pad_project
adhoc_module_server.module_payment_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,payment
adhoc_module_server.module_payment_adyen_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_adyen
adhoc_module_server.module_payment_authorize_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_authorize
adhoc_module_server.module_payment_buckaroo_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_buckaroo
adhoc_module_server.module_payment_ogone_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_ogone
adhoc_module_server.module_payment_paypal_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_paypal
adhoc_module_server.module_payment_sips_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,payment_sips
adhoc_module_server.module_payment_transfer_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,payment_transfer
adhoc_module_server.module_portal_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal
adhoc_module_server.module_portal_claim_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_claim
adhoc_module_server.module_portal_gamification_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_gamification
adhoc_module_server.module_portal_project_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_project
adhoc_module_server.module_portal_project_issue_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_project_issue
adhoc_module_server.module_portal_sale_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_sale
adhoc_module_server.module_portal_stock_8_0,module_category_portal,,100,unsupported,normal,,repository_odoo_addons_80,portal_stock
adhoc_module_server.module_procurement_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,procurement
adhoc_module_server.module_procurement_jit_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,procurement_jit
adhoc_module_server.module_procurement_jit_stock_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,procurement_jit_stock
adhoc_module_server.module_product_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,product
adhoc_module_server.module_product_email_template_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,product_email_template
adhoc_module_server.module_product_expiry_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,product_expiry
adhoc_module_server.module_product_extended_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,product_extended
adhoc_module_server.module_product_margin_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,product_margin
adhoc_module_server.module_product_visible_discount_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,product_visible_discount
adhoc_module_server.module_project_issue_sheet_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,project_issue_sheet
adhoc_module_server.module_project_timesheet_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,project_timesheet
adhoc_module_server.module_purchase_analytic_plans_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,purchase_analytic_plans
adhoc_module_server.module_purchase_double_validation_8_0,,1,100,supported,on_config_wizard,,repository_odoo_addons_80,purchase_double_validation
adhoc_module_server.module_purchase_requisition_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,purchase_requisition
adhoc_module_server.module_report_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,report
adhoc_module_server.module_report_intrastat_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,report_intrastat
adhoc_module_server.module_report_webkit_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,report_webkit
adhoc_module_server.module_resource_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,resource
adhoc_module_server.module_sale_analytic_plans_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,sale_analytic_plans
adhoc_module_server.module_sale_crm_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,sale_crm
adhoc_module_server.module_sale_journal_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,sale_journal
adhoc_module_server.module_sale_margin_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,sale_margin
adhoc_module_server.module_sale_mrp_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,sale_mrp
adhoc_module_server.module_sale_order_dates_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,sale_order_dates
adhoc_module_server.module_sale_service_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,sale_service
adhoc_module_server.module_sales_team_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,sales_team
adhoc_module_server.module_sale_stock_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,sale_stock
adhoc_module_server.module_share_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,share
adhoc_module_server.module_stock_dropshipping_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,stock_dropshipping
adhoc_module_server.module_stock_invoice_directly_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,stock_invoice_directly
adhoc_module_server.module_stock_picking_wave_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,stock_picking_wave
adhoc_module_server.module_subscription_8_0,,,100,unsupported,future_versions,,repository_odoo_addons_80,subscription
adhoc_module_server.module_survey_crm_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,survey_crm
adhoc_module_server.module_warning_8_0,,,100,unsupported,unusable,,repository_odoo_addons_80,warning
adhoc_module_server.module_web_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web
adhoc_module_server.module_web_analytics_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,web_analytics
adhoc_module_server.module_web_api_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,web_api
adhoc_module_server.module_web_calendar_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_calendar
adhoc_module_server.module_web_diagram_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_diagram
adhoc_module_server.module_web_gantt_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_gantt
adhoc_module_server.module_web_graph_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_graph
adhoc_module_server.module_web_kanban_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_kanban
adhoc_module_server.module_web_kanban_gauge_8_0,,,100,unsupported,normal,,repository_odoo_addons_80,web_kanban_gauge
adhoc_module_server.module_web_kanban_sparkline_8_0,,,100,unsupported,installed_by_others,,repository_odoo_addons_80,web_kanban_sparkline
adhoc_module_server.module_web_linkedin_8_0,,,100,unsupported,on_config_wizard,,repository_odoo_addons_80,web_linkedin
adhoc_module_server.module_website_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website
adhoc_module_server.module_website_blog_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_blog
adhoc_module_server.module_website_certification_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_certification
adhoc_module_server.module_website_crm_8_0,module_category_website,,100,unsupported,normal,,repository_odoo_addons_80,website_crm
